"","objid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","specobjid","class","redshift","plate","mjd","fiberid"
"1",1237649964067848448,54.6303832152573,-5.38107462319408,20.46228,18.95428,18.28576,17.99638,17.89549,1045,301,6,138,2330712650406717440,"STAR",0.0006537517,2070,53729,363
"2",1237649964067848448,54.6399202817879,-5.39353223057614,20.45688,19.03377,18.48083,18.27447,18.14284,1045,301,6,138,2330716498697414656,"STAR",1.893617e-05,2070,53729,377
"3",1237649964067848448,54.656957805251,-5.43643867095829,20.8487,19.26105,18.67032,18.48073,18.28241,1045,301,6,138,2330715948941600768,"STAR",-5.228378e-05,2070,53729,375
"4",1237649964067848448,54.6610241204239,-5.2862525996873,19.59462,17.98973,17.38827,17.17789,17.05689,1045,301,6,138,2308194097011124224,"STAR",0.0001390498,2050,53401,361
"5",1237649964067848448,54.6853282275378,-5.39239994906367,20.71037,18.96092,18.29454,18.02677,17.86436,1045,301,6,138,2330714574552066048,"STAR",0.0003310891,2070,53729,370
"6",1237649964067848448,54.5705407849594,-5.26035101879483,21.9032,20.61111,20.36374,20.22222,20.27911,1045,301,6,138,2330703304557881344,"STAR",-5.211883e-05,2070,53729,329
"7",1237649964067848704,54.6434417935579,-5.34081537158554,26.12472,22.98236,21.46409,19.49227,18.38174,1045,301,6,138,520277389419243520,"STAR",4.417921e-05,462,51909,406
"8",1237649964067913728,54.7063209176795,-5.38263249904053,16.48443,15.40966,15.11532,15.02317,15.00822,1045,301,6,139,2308194921644845056,"STAR",0.000348747,2050,53401,364
"9",1237649964067913984,54.686159367258,-5.33983494510442,19.57977,18.18364,17.61518,17.39694,17.26024,1045,301,6,139,2308195471400658944,"STAR",0.0007745087,2050,53401,366
"10",1237649964067913984,54.7463403431351,-5.30778726011926,22.13736,20.79062,20.26417,20.03773,19.8305,1045,301,6,139,2330715124307879936,"STAR",-0.0006025485,2070,53729,372
"11",1237649964067913984,54.7766712707132,-5.25733699473029,21.14045,20.18859,19.95345,19.85983,19.70125,1045,301,6,139,2330713475040438272,"STAR",1.311787e-05,2070,53729,366
"12",1237649964067979264,54.9662806364993,-5.20808397794068,18.2193,16.77921,16.29695,16.145,16.08203,1045,301,6,140,2308205367005308928,"STAR",-0.0002388024,2050,53401,402
"13",1237649964067979264,54.8584556599312,-5.29099482452944,19.55845,18.03698,17.45229,17.23507,17.13822,1045,301,6,140,2308195196522752000,"STAR",-0.0001114511,2050,53401,365
"14",1237649964067979264,54.8589553593027,-5.26128887731965,21.01455,20.17326,19.84706,19.6623,20.1076,1045,301,6,140,2330713200162531328,"STAR",-0.0006928609,2070,53729,365
"15",1237649964067979264,54.9104399522106,-5.39920776705567,21.67093,20.16847,19.57929,19.29054,19.17497,1045,301,6,140,2330712925284624384,"STAR",0.0001504726,2070,53729,364
"16",1237649964068044800,55.0150000871945,-5.34871558780062,18.25816,16.46836,15.87941,15.5571,15.33484,1045,301,6,141,2308206191639029760,"STAR",-0.0002024163,2050,53401,405
"17",1237649964068044800,55.066691061473,-5.23402403379302,17.54718,16.33702,16.19579,16.19462,16.21391,1045,301,6,141,2308207291150657536,"STAR",0.0005305614,2050,53401,409
"18",1237649964068045056,55.0322978689351,-5.35523891451085,20.89944,19.58562,18.97171,18.75019,18.65121,1045,301,6,141,2330725019912529920,"STAR",-0.0004167267,2070,53729,408
"19",1237649964068045056,55.0784500680256,-5.37524865722751,19.841,18.24175,17.63066,17.415,17.33624,1045,301,6,141,2308210314807633920,"STAR",-0.0002724181,2050,53401,420
"20",1237649964068045056,55.0891743034259,-5.30040377674424,21.06884,19.95586,19.37551,19.28149,19.22235,1045,301,6,141,2330728043569506304,"STAR",6.872466e-05,2070,53729,419
"21",1237649964068045056,55.0769883402462,-5.36590843292746,21.2526,20.26681,19.97502,19.92499,19.96403,1045,301,6,141,2330725569668343808,"STAR",-0.0005331466,2070,53729,410
"22",1237649964068045056,55.1340616777929,-5.3239856943784,20.57954,20.2279,20.24964,20.29188,20.32592,1045,301,6,141,2330727768691599360,"STAR",-0.003103288,2070,53729,418
"23",1237649964068110336,55.1434267776855,-5.28633534808029,16.0212,15.04538,14.71856,14.58709,14.57695,1045,301,6,142,2308205092127401984,"STAR",-0.0001003407,2050,53401,401
"24",1237649964068175872,55.2853318014844,-5.25250737035447,21.66926,19.17277,17.88594,17.43265,17.12829,1045,301,6,143,520313948180867072,"STAR",-2.329342e-05,462,51909,539
"25",1237649964068176128,55.3643887166187,-5.28958871134564,18.80684,17.25921,16.64474,16.4515,16.35764,1045,301,6,143,2308220210412283904,"STAR",2.479487e-05,2050,53401,456
"26",1237649964068176128,55.4228630114916,-5.22416922481501,16.14125,14.71289,14.17676,14.01663,13.98282,1045,301,6,143,2.308221035046e+18,"STAR",0.0001554813,2050,53401,459
"27",1237649964068176128,55.3079458696211,-5.18774514223252,20.37147,19.26898,18.68173,18.47272,18.29952,1045,301,6,143,2330737664296249344,"STAR",0.0003634823,2070,53729,454
"28",1237649964068176128,55.3289128415317,-5.32274585658639,20.83047,19.98614,19.64904,19.50758,19.45043,1045,301,6,143,2330739313563691008,"STAR",0.0005095302,2070,53729,460
"29",1237649964068176128,55.3707080436144,-5.28705911537451,20.47062,18.77572,18.11032,17.90939,17.76047,1045,301,6,143,2330734090883459072,"STAR",0.0001145671,2070,53729,441
"30",1237649964068176128,55.4291082325393,-5.2734701353854,21.27243,20.30074,20.02994,20.07749,20.00665,1045,301,6,143,2330737939174156288,"STAR",-0.0003468314,2070,53729,455
"31",1237649964068241408,55.4398012645683,-5.27798137443319,18.70758,16.70299,15.97122,15.7504,15.64861,1045,301,6,144,2308220485290190848,"STAR",6.591733e-05,2050,53401,457
"32",1237649964068241408,55.4307855792083,-5.16076216009043,18.14164,16.54978,15.96036,15.76024,15.67016,1045,301,6,144,2308218286266935296,"STAR",7.305077e-05,2050,53401,449
"33",1237649964068241664,55.4916989153966,-5.31207380224328,19.32267,17.81147,17.22762,17.01637,16.91282,1045,301,6,144,2308218011389028352,"STAR",-0.000216621,2050,53401,448
"34",1237649964068241664,55.5108669462676,-5.27891533256877,20.74765,19.30548,18.69449,18.48402,18.41669,1045,301,6,144,2330739038685784064,"STAR",-1.092283e-05,2070,53729,459
"35",1237649964068241664,55.5099694035994,-5.24368171379614,21.27147,19.5212,18.76133,18.41319,18.2737,1045,301,6,144,2330736289906714624,"STAR",0.0007373359,2070,53729,449
"36",1237649964068241664,55.5269898754333,-5.13613177568615,21.02626,19.31898,18.4503,18.1155,17.90551,1045,301,6,144,2330757180627642368,"STAR",0.000481089,2070,53729,525
"37",1237649964068241664,55.5359596777502,-5.22463542938472,21.58888,20.70819,20.45289,20.2548,20.20514,1045,301,6,144,2330736839662528512,"STAR",-6.578474e-06,2070,53729,451
"38",1237649964068306944,55.6629947193366,-5.20863869997246,17.99757,16.34871,15.71437,15.50229,15.41972,1045,301,6,145,2308240001621583872,"STAR",5.113076e-05,2050,53401,528
"39",1237649964068307200,55.6991283644644,-5.26347454601974,19.24438,18.33575,18.05283,17.93375,17.94525,1045,301,6,145,520321095006447616,"STAR",0.000235302,462,51909,565
"40",1237649964068307200,55.6966934419712,-5.20019308939198,20.3934,19.59888,19.26279,19.07865,19.08917,1045,301,6,145,2330759379650897920,"STAR",0.0005567806,2070,53729,533
"41",1237649964068307200,55.7249354447179,-5.19972649448152,20.3088,18.88869,18.33405,18.14069,18.04104,1045,301,6,145,2330756905749735424,"STAR",3.744951e-05,2070,53729,524
"42",1237649964068307200,55.6751780706263,-5.25328187662063,21.45509,20.28167,19.72159,19.54006,19.37579,1045,301,6,145,2330756630871828480,"STAR",-0.0006358839,2070,53729,523
"43",1237649964068372480,55.7425808525618,-5.22862138804035,18.26831,17.84122,17.92896,18.0808,18.26699,1045,301,6,146,2330758555017177088,"STAR",-8.180844e-05,2070,53729,530
"44",1237649964068372480,55.7589951074531,-5.26419360211281,18.04071,16.55182,15.98753,15.79392,15.6972,1045,301,6,146,2308238077476235264,"STAR",-0.0001465382,2050,53401,521
"45",1237649964068372480,55.7770328441628,-5.21106616668082,17.21011,15.73418,15.15197,14.93736,14.87017,1045,301,6,146,2308238902109956096,"STAR",8.864511e-06,2050,53401,524
"46",1237649964068372480,55.7709693448168,-5.16535118645835,16.78563,15.35958,14.81031,14.61308,14.54405,1045,301,6,146,2308241376011118592,"STAR",6.276451e-05,2050,53401,533
"47",1237649964068372480,55.8032189126801,-5.15081397085079,18.97846,17.89978,17.41686,17.21656,17.17675,1045,301,6,146,2308238627232049152,"STAR",-6.800715e-05,2050,53401,523
"48",1237649964068372480,55.8532172802307,-5.22097382352433,17.19277,15.44184,14.74499,14.49396,14.3881,1045,301,6,146,2308240276499490816,"STAR",0.0001422676,2050,53401,529
"49",1237649964068372480,55.7513541784529,-5.30073114588658,21.54743,20.12337,19.5472,19.32845,19.15895,1045,301,6,146,2330757455505549312,"STAR",0.0001520549,2070,53729,526
"50",1237649964068372480,55.7295126313729,-5.13690945405527,19.63908,18.63066,18.17171,18.0114,17.9535,1045,301,6,146,2330756355993921536,"STAR",0.0001738532,2070,53729,522
"51",1237648704577142784,183.598370535872,0.135285032246653,18.6628,17.21449,16.67637,16.48922,16.3915,752,301,4,267,363814405953054720,"STAR",-5.491128e-05,323,51615,541
"52",1237648704577142784,183.481724285691,0.176499695706523,21.21193,19.23954,18.25123,17.83756,17.59431,752,301,4,267,364931235744606208,"STAR",-1.910968e-05,324,51666,508
"53",1237648704577142784,183.496032138078,0.0623116058592227,20.24698,18.11173,17.11264,16.66423,16.41106,752,301,4,267,363803685714683904,"STAR",4.238163e-05,323,51615,502
"54",1237648704577142784,183.497258054676,0.118872838810888,22.14707,19.7314,18.40754,17.38452,16.84131,752,301,4,267,364930685988792320,"STAR",-3.739004e-05,324,51666,506
"55",1237648704577142784,183.5130042434,0.0978843707802476,20.92546,19.05011,18.29729,17.98514,17.76786,752,301,4,267,364929586477164544,"STAR",-6.259785e-05,324,51666,502
"56",1237648704577143040,183.60765557479,0.0908038421374846,20.01765,18.08383,17.20706,16.86654,16.70608,752,301,4,267,363814955708868608,"STAR",9.123962e-05,323,51615,543
"57",1237648704577208576,183.621982685179,0.00744618183103638,21.22116,19.31644,18.50086,18.10196,17.86429,752,301,4,268,364822109215549440,"STAR",9.164499e-05,324,51666,111
"58",1237648704577208576,183.673785499853,0.183089651088306,20.25558,18.4337,17.71027,17.44634,17.35078,752,301,4,268,364944429884139520,"STAR",-0.0001064983,324,51666,556
"59",1237648704577208576,183.688941096525,0.00707925405112223,20.39103,19.01916,18.43372,18.13478,17.97205,752,301,4,268,364824583116711936,"STAR",-8.626715e-05,324,51666,120
"60",1237648704577208576,183.71807730617,0.111628659026245,20.6823,19.1319,18.50692,18.22995,18.11651,752,301,4,268,364943055494604800,"STAR",0.0008195155,324,51666,551
"61",1237648704577208576,183.720461614973,0.0682427867917697,22.26929,19.84951,18.40311,16.99461,16.23612,752,301,4,268,364940581593442304,"STAR",8.00723e-05,324,51666,542
"62",1237648704577208576,183.746405503746,0.120132682692904,21.46047,19.08,17.85403,17.36013,17.08994,752,301,4,268,364945529395767296,"STAR",9.157402e-05,324,51666,560
"63",1237648704577273856,183.78035420456,0.137259183319124,22.73411,19.78759,18.44277,17.32186,16.72569,752,301,4,269,364942780616697856,"STAR",0.0001194761,324,51666,550
"64",1237648704577273856,183.785852083302,0.106200092841444,20.71539,18.1134,16.72708,15.41128,14.67688,752,301,4,269,363816330098403328,"STAR",8.058197e-05,323,51615,548
"65",1237648704577273856,183.79821944835,0.170505458206148,22.39767,19.41875,18.05591,17.4611,17.09486,752,301,4,269,364944979639953408,"STAR",5.771063e-05,324,51666,558
"66",1237648704577273856,183.811123062252,0.116333241982721,19.9653,18.9126,18.52267,18.3498,18.34671,752,301,4,269,364940306715535360,"STAR",4.363484e-05,324,51666,541
"67",1237648704577273856,183.847173555454,0.173694164045785,19.43133,18.46779,18.16451,18.01475,18.04155,752,301,4,269,364954875244603392,"STAR",0.0003146027,324,51666,594
"68",1237648704577273856,183.850703034524,0.0232467482263559,21.8551,19.10358,17.67914,16.89522,16.43607,752,301,4,269,364822384093456384,"STAR",3.935272e-05,324,51666,112
"69",1237648704577339392,183.92458850092,0.0972457823377776,17.90616,16.97172,16.67541,16.53776,16.47596,752,301,4,270,363829249360029696,"STAR",8.911928e-05,323,51615,595
"70",1237648704577339392,184.053199013545,0.0295841641466829,19.81322,18.82596,18.43345,18.30093,18.18591,752,301,4,270,364813588000434176,"STAR",0.0003455144,324,51666,80
"71",1237648704577339648,183.955211804116,0.117699925872504,20.4833,18.63458,17.88063,17.56701,17.36499,752,301,4,270,364954050610882560,"STAR",-1.703438e-05,324,51666,591
"72",1237648704577404928,184.160510151936,0.0756453127968689,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,3722375257936470016,"STAR",8.29558e-06,3306,54922,546
"73",1237648704577404928,184.16260380985,0.176889567075977,22.41921,19.65889,18.4191,17.89149,17.58994,752,301,4,271,364964221093439488,"STAR",-2.900389e-05,324,51666,628
"74",1237648704577405184,184.183600765719,0.15597983277929,21.2671,18.98994,17.6719,17.06646,16.6774,752,301,4,271,364965320605067264,"STAR",-2.311681e-05,324,51666,632
"75",1237648704577405184,184.194308285985,0.177596946971423,21.75188,19.38641,18.11303,17.52569,17.17584,752,301,4,271,364962571825997824,"STAR",0.0001523671,324,51666,622
"76",1237648704577470464,184.221797167381,0.0469551812994854,19.05958,18.09512,17.92766,17.8927,17.90772,752,301,4,272,364801218494621696,"STAR",0.0002099738,324,51666,35
"77",1237648704577470464,184.239859349973,0.185494345591817,20.80375,19.15815,18.46149,18.21217,18.02339,752,301,4,272,364963121581811712,"STAR",-6.611852e-05,324,51666,624
"78",1237648704577470720,184.284998624324,0.179031290036269,22.67799,19.98216,18.57451,17.3524,16.6631,752,301,4,272,364965870360881152,"STAR",-3.793448e-08,324,51666,634
"79",1237648704577470720,184.308106248673,0.0238705126410729,20.30416,18.10422,17.10177,16.67809,16.41906,752,301,4,272,363674218220513280,"STAR",0.0002212359,323,51615,31
"80",1237648704577470720,184.314452701346,0.162491263196849,21.45898,18.95618,17.49441,16.39046,15.78573,752,301,4,272,363838870086772736,"STAR",1.922796e-05,323,51615,630
"81",1237648704577536000,184.388869555822,0.0682874275127467,19.04397,17.51106,16.87335,16.61114,16.48303,752,301,4,273,363838320330958848,"STAR",0.0002400984,323,51615,628
"82",1237648704577536256,184.466853071054,0.111965321115041,19.3932,18.48274,18.16551,18.05122,18.04328,752,301,4,273,364962846703904768,"STAR",-0.0002702182,324,51666,623
"83",1237648704577601536,184.56941092437,0.137091485331373,17.51339,16.41793,16.06695,15.93751,15.89478,752,301,4,274,324377404225120256,"STAR",-3.548175e-05,288,52000,430
"84",1237648704577601536,184.658795469677,0.159935506727761,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2880149887696005120,"STAR",4.313261e-06,2558,54140,356
"85",1237648704577601536,184.578978072996,0.153609949537806,20.61663,19.70279,19.37314,19.23338,19.42105,752,301,4,274,2891409711616256000,"STAR",0.0002245788,2568,54153,359
"86",1237648704577601536,184.611734302648,0.120007483566735,20.13965,18.23115,17.51493,17.21695,17.04584,752,301,4,274,2880149337940191232,"STAR",4.260466e-06,2558,54140,354
"87",1237648704577601792,184.626557677593,0.0583701296153429,19.80651,17.73356,16.87996,16.48413,16.23371,752,301,4,274,2880148788184377344,"STAR",-0.0002762861,2558,54140,352
"88",1237648704577601792,184.648495564377,0.0757891861802986,20.34015,19.36345,19.19878,19.16468,19.30686,752,301,4,274,2891405588447651840,"STAR",-0.0002333436,2568,54153,344
"89",1237648704577667072,184.676761920852,0.0594418690633144,17.72835,16.19783,15.66073,15.51586,15.43615,752,301,4,275,2880150437451819008,"STAR",0.0001753645,2558,54140,358
"90",1237648704577667072,184.693885267256,0.132044597475225,19.92533,18.70813,18.14657,17.93473,17.83913,752,301,4,275,2891409161860442112,"STAR",0.0004090796,2568,54153,357
"91",1237648704577667072,184.770203854765,0.198010050309852,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2880147963550656512,"STAR",0.0005198076,2558,54140,349
"92",1237648704577667328,184.668880343755,0.178800505122503,21.72709,20.48591,19.95253,19.80976,19.9909,752,301,4,275,2891408337226721280,"STAR",0.0004263921,2568,54153,354
"93",1237648704577732608,184.863598135271,0.143469362841369,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2880145764527400960,"STAR",0.0001359466,2558,54140,341
"94",1237648704577732608,184.864190324522,0.143441661714473,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2891416308686022656,"STAR",0.0001580866,2568,54153,383
"95",1237648704577732608,184.875528613881,0.0330608120747109,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2880149612818098176,"STAR",-0.0001673784,2558,54140,355
"96",1237648704577732608,184.876314438781,0.185151372196083,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2880158408911120384,"STAR",0.0006924281,2558,54140,387
"97",1237648704577732608,184.956985534292,0.156360266610549,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2880158134033213440,"STAR",0.0003043607,2558,54140,386
"98",1237648704577732608,184.837660148898,0.0146580264631869,20.1614,19.25118,18.99873,18.86078,18.92363,752,301,4,276,2891397616988350464,"STAR",-0.0006003487,2568,54153,315
"99",1237648704577732608,184.844645352334,0.0752677859497567,20.30675,19.08869,18.98044,18.92917,18.93406,752,301,4,276,2891420431854626816,"STAR",0.0004854162,2568,54153,398
"100",1237648704577732608,184.890743694444,0.192853978772182,20.85997,19.78225,19.98959,20.17335,20.12514,752,301,4,276,2891418507709278208,"STAR",-0.0001367271,2568,54153,391
"101",1237648720685170688,160.144209078344,-0.489329777701818,18.73682,17.65075,17.23958,17.07875,17.03255,756,301,2,296,308541686546458624,"STAR",0.0001067668,274,51913,164
"102",1237648720685367296,160.658206688942,-0.439603952369512,17.78707,16.12342,15.48934,15.2674,15.14027,756,301,2,299,2881263419237885952,"STAR",0.0001495263,2559,54208,311
"103",1237648720685432832,160.675454247736,-0.559791087508745,17.54073,15.83706,15.15225,14.91498,14.82364,756,301,2,300,2881265893139048448,"STAR",0.0002366447,2559,54208,320
"104",1237648720685432832,160.717003902836,-0.609533502346751,18.44119,17.54684,17.27727,17.1878,17.20361,756,301,2,300,2881256272412305408,"STAR",-0.0001142027,2559,54208,285
"105",1237648720685432832,160.730354569301,-0.521740212479993,19.13281,17.80045,17.2643,17.07242,16.98861,756,301,2,300,2881264243871606784,"STAR",0.0001864681,2559,54208,314
"106",1237648720685432832,160.812107664469,-0.520466084951868,19.42387,18.24594,18.31933,18.40867,18.52614,756,301,2,300,2892522968498333696,"STAR",0.0008307828,2569,54234,313
"107",1237648720685432832,160.816637445029,-0.557673714066304,17.95812,16.9013,16.52805,16.39926,16.37399,756,301,2,300,2689860710036432896,"STAR",-7.664677e-05,2389,54213,312
"108",1237648720685432832,160.820289163017,-0.522240979732535,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,2881263968993699840,"STAR",-4.793931e-05,2559,54208,313
"109",1237648720685432832,160.701163970899,-0.572458782095991,20.96475,19.92761,19.76869,19.74992,19.93583,756,301,2,300,2712371836175280128,"STAR",7.133425e-05,2409,54210,287
"110",1237648720685432832,160.71093081035,-0.44566514190045,19.87358,19.57494,19.8481,20.07703,20.16468,756,301,2,300,2892524342887868416,"STAR",2.931998e-05,2569,54234,318
"111",1237648720685433088,160.774333713091,-0.596684751439956,20.05124,19.19892,18.93881,18.85424,18.83594,756,301,2,300,2892523243376240640,"STAR",0.00116036,2569,54234,314
"112",1237648720685498368,160.848680225324,-0.627079872192726,17.73398,16.84657,16.57527,16.48237,16.4738,756,301,2,301,2881260395580909568,"STAR",0.0007001679,2559,54208,300
"113",1237648720685498368,160.826624236604,-0.550703269226982,20.01685,19.21186,18.95129,18.78954,18.70677,756,301,2,301,2712371011541559296,"STAR",0.001036442,2409,54210,284
"114",1237648720685498624,160.914759534158,-0.528091547139176,20.19226,18.71668,18.08766,17.88017,17.75714,756,301,2,301,2712372935686907904,"STAR",0.0002445595,2409,54210,291
"115",1237648720685498624,160.956672735935,-0.499074594389451,21.87057,20.77579,20.22653,20.05294,19.84463,756,301,2,301,2712361115936909312,"STAR",0.0002043386,2409,54210,248
"116",1237648720685563904,160.995313670031,-0.478531394049605,19.04517,17.87662,17.49664,17.37287,17.33316,756,301,2,302,309696173705291776,"STAR",6.10283e-05,275,51910,268
"117",1237648720685563904,161.008467930794,-0.578964770461464,17.3725,16.25937,15.88727,15.75644,15.71021,756,301,2,302,2881260670458816512,"STAR",-0.0001872481,2559,54208,301
"118",1237648720685563904,161.062343865138,-0.494714914774926,16.45379,15.02962,14.56318,14.40143,14.359,756,301,2,302,2881250774854166528,"STAR",-4.957489e-05,2559,54208,265
"119",1237648720685563904,161.090029883974,-0.612438382465723,19.26927,18.24939,17.96535,17.83665,17.80351,756,301,2,302,2892508949725079552,"STAR",0.0008991418,2569,54234,262
"120",1237648720685563904,161.09480103804,-0.452049785506271,17.8271,16.23793,15.67866,15.49427,15.41664,756,301,2,302,2881251324609980416,"STAR",-7.835384e-05,2559,54208,267
"121",1237648720685563904,161.115242972363,-0.575633406817007,17.88776,16.52607,16.03367,15.85057,15.80518,756,301,2,302,2689848615408527360,"STAR",0.0001079826,2389,54213,268
"122",1237648720685563904,160.973405085807,-0.626872894885107,20.28876,19.41942,19.10348,19.05557,18.97623,756,301,2,302,2892510324114614272,"STAR",0.000589355,2569,54234,267
"123",1237648720685563904,160.990928493235,-0.444842346395503,21.03605,19.3237,18.57347,18.38019,18.17362,756,301,2,302,2712359741547374592,"STAR",0.0001472749,2409,54210,243
"124",1237648720685629440,161.133528799101,-0.569857253093228,16.63374,15.54072,15.18744,15.06259,15.03905,756,301,2,303,2881249675342538752,"STAR",0.0004500991,2559,54208,261
"125",1237648720685629440,161.180584400761,-0.45639741314626,17.14849,15.83151,15.35753,15.18887,15.12737,756,301,2,303,2881251874365794304,"STAR",0.0001615622,2559,54208,269
"126",1237648720685629440,161.210748792098,-0.433373885896122,16.23113,15.20485,14.95443,14.8674,14.86301,756,301,2,303,2881254073389049856,"STAR",-0.0001117433,2559,54208,277
"127",1237648720685629440,161.226535503208,-0.470463619391042,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,2881254623144863744,"STAR",0.0006572489,2559,54208,279
"128",1237648720685629440,161.245516481085,-0.582957697783991,19.63757,17.89702,17.32016,17.06604,17.0345,756,301,2,303,2881240329493702656,"STAR",0.0004182009,2559,54208,227
"129",1237648720685629440,161.255471004554,-0.531927476620096,17.47383,16.41803,16.07634,15.96205,15.90247,756,301,2,303,2881240604371609600,"STAR",-0.0002870185,2559,54208,228
"130",1237648720685629696,161.161297209673,-0.554022502029556,20.7056,19.43131,19.53065,19.69512,19.73053,756,301,2,303,2712359466669467648,"STAR",-1.520133e-06,2409,54210,242
"131",1237648720685629696,161.197347670451,-0.466289108982788,19.6213,18.11648,17.52766,17.28682,17.15481,756,301,2,303,2689847515896899584,"STAR",0.0003001448,2389,54213,264
"132",1237648720685629696,161.229853305896,-0.432619270768588,20.36412,18.5769,17.90654,17.65784,17.51204,756,301,2,303,2892499878754150400,"STAR",8.006376e-05,2569,54234,229
"133",1237648720685629696,161.235484849435,-0.562585941727968,20.7473,18.3978,17.21734,16.72791,16.43789,756,301,2,303,2881253798511142912,"STAR",0.0002341562,2559,54208,276
"134",1237648720685694976,161.273383203893,-0.480484617356702,17.09137,15.98284,15.62553,15.50242,15.46309,756,301,2,304,2712361665692723200,"STAR",3.336872e-05,2409,54210,250
"135",1237648720685694976,161.291106487314,-0.580470301614676,18.86026,17.2778,16.66154,16.42111,16.29518,756,301,2,304,2689837895170156544,"STAR",0.0002898358,2389,54213,229
"136",1237648720685694976,161.31148254749,-0.611121141748886,18.91458,17.97609,17.69784,17.55495,17.49273,756,301,2,304,2881252149243701248,"STAR",0.0003087347,2559,54208,270
"137",1237648720685694976,161.327200675984,-0.56263853559728,17.00254,15.35527,14.73952,14.50755,14.40796,756,301,2,304,2881240054615795712,"STAR",1.470451e-05,2559,54208,226
"138",1237648720685694976,161.397724998681,-0.621548850111725,17.17881,15.56593,14.90381,14.66557,14.54323,756,301,2,304,2881247476319283200,"STAR",4.904521e-05,2559,54208,253
"139",1237648720685694976,161.40525626662,-0.486109288624692,18.60262,17.07502,16.49357,16.32896,16.27352,756,301,2,304,2689837620292249600,"STAR",4.410962e-05,2389,54213,228
"140",1237648720685695232,161.385094338007,-0.49135822578667,19.39531,17.49907,16.76746,16.5326,16.40905,756,301,2,304,2689836520780621824,"STAR",5.935908e-05,2389,54213,224
"141",1237648720685695232,161.351939129492,-0.485779384638594,21.19752,20.27322,20.03747,19.87404,19.86152,756,301,2,304,2712348471553189888,"STAR",0.0009480698,2409,54210,202
"142",1237648720685695488,161.393728828086,-0.592583886688784,21.43276,20.48607,20.24344,20.14447,20.18502,756,301,2,304,2712350395698538496,"STAR",-0.0001350714,2409,54210,209
"143",1237648720685760512,161.424399718181,-0.431367286547892,18.90212,17.83956,17.45825,17.33062,17.29042,756,301,2,305,2689835971024807936,"STAR",-3.292775e-06,2389,54213,222
"144",1237648720685760512,161.48028248629,-0.489372712674564,16.50787,15.3139,14.8865,14.74076,14.70757,756,301,2,305,2.712349021309e+18,"STAR",-4.451543e-05,2409,54210,204
"145",1237648720685760512,161.543730988984,-0.523960330488786,17.28613,16.36086,16.02538,15.89519,15.8609,756,301,2,305,2881230983644866560,"STAR",7.929312e-05,2559,54208,193
"146",1237648720685760768,161.493800186701,-0.536295163953625,19.75118,18.88445,18.57879,18.46133,18.43168,756,301,2,305,2712349296186910720,"STAR",-0.0002215056,2409,54210,205
"147",1237648720685760768,161.514370258523,-0.496023448595217,20.61651,19.64156,19.39114,19.32399,19.36519,756,301,2,305,2892502077777405952,"STAR",0.0002764269,2569,54234,237
"148",1237648720685760768,161.51701231164,-0.593759070408058,21.67949,19.23606,18.08799,17.6284,17.38449,756,301,2,305,2712349845942724608,"STAR",0.0002806338,2409,54210,207
"149",1237648720685760768,161.557054865153,-0.420425264048031,20.82057,19.83,19.45021,19.38,19.39424,756,301,2,305,2712350670576445440,"STAR",0.0006364696,2409,54210,210
"150",1237648720685760768,161.557453308325,-0.520366000692705,20.79939,20.12014,19.82158,19.73317,19.89775,756,301,2,305,2712353144477607936,"STAR",8.258762e-05,2409,54210,219
"151",1237646798137853184,121.89529680744,0.890116989427822,22.44155,21.69588,20.14507,18.95149,18.24586,308,301,5,104,5390950414886608896,"STAR",0.0001481709,4788,55889,515
"152",1237646798137917696,122.083137338238,0.901369276235295,24.63299,21.35355,20.61366,20.57191,20.98597,308,301,5,105,5342670034727575552,"STAR",0.0002060484,4745,55892,1000
"153",1237646798138114816,122.437528201851,0.967177328713987,21.03327,19.9874,19.73486,19.67166,19.68408,308,301,5,108,1293747554030217216,"STAR",0.00014482,1149,53003,322
"154",1237646798138180352,122.710445854482,0.983723104198429,20.91459,19.92258,19.63703,19.55144,19.36541,308,301,5,109,1293750852565100544,"STAR",0.0003828563,1149,53003,334
"155",1237646798138245632,122.830469495431,1.00207627069982,20.33547,19.39412,19.09066,19.00352,19.08063,308,301,5,110,1293759648658122752,"STAR",3.991031e-06,1149,53003,366
"156",1237646798138245632,122.863994523509,0.896150822431993,18.20631,16.89692,16.46658,16.31574,16.28902,308,301,5,110,2316073479176218624,"STAR",0.0004881296,2057,53816,354
"157",1237646798138245888,122.745255741422,0.994950408089888,20.53726,19.37796,19.09943,18.99852,19.00122,308,301,5,110,1293761297925564416,"STAR",0.0001832367,1149,53003,372
